order_id,customer_id,product_id,order_date,quantity,discount_pct,sales_amount,channel,source_system
O-000709,C-0095,P-130,2026-04-28,5,0,31000,Marketplace,mirror
O-000710,C-0075,P-150,2025-08-13,3,0.05,27930.0,Direct,shortcut
O-000711,C-0090,P-100,2025-02-24,4,0.1,30312.0,Partner,copy_job
O-000712,C-0128,P-140,2025-04-16,8,0.05,59280.0,Direct,copy_job
O-000713,C-0125,P-140,2025-11-27,8,0.15,53040.0,Direct,shortcut
O-000714,C-0134,P-150,2025-10-13,4,0,39200,Marketplace,copy_job
O-000715,C-0132,P-120,2026-02-01,7,0,87500,Partner,shortcut
O-000716,C-0132,P-110,2025-07-31,5,0.15,21228.75,Web,mirror
O-000717,C-0115,P-110,2026-03-25,7,0.1,31468.5,Partner,shortcut
O-000718,C-0117,P-110,2025-02-08,4,0.05,18981.0,Partner,copy_job
O-000719,C-0077,P-110,2026-04-21,6,0.1,26973.0,Marketplace,shortcut
O-000720,C-0130,P-100,2026-01-28,8,0,67360,Partner,shortcut
O-000721,C-0014,P-140,2025-01-05,6,0.15,39780.0,Web,copy_job
O-000722,C-0043,P-130,2026-05-15,3,0.15,15810.0,Web,mirror
O-000723,C-0068,P-110,2025-07-13,7,0,34965,Direct,copy_job
O-000724,C-0097,P-110,2025-06-21,6,0.1,26973.0,Marketplace,copy_job
O-000725,C-0110,P-130,2025-10-03,5,0.15,26350.0,Partner,copy_job
O-000726,C-0013,P-140,2025-09-06,3,0,23400,Partner,shortcut
O-000727,C-0071,P-140,2026-03-10,7,0,54600,Partner,copy_job
O-000728,C-0026,P-110,2026-06-10,7,0.15,29720.25,Partner,copy_job
O-000729,C-0130,P-100,2025-09-26,4,0.1,30312.0,Direct,mirror
O-000730,C-0069,P-110,2026-05-05,3,0,14985,Marketplace,mirror
O-000731,C-0056,P-120,2025-04-01,7,0.15,74375.0,Partner,shortcut
O-000732,C-0120,P-100,2025-07-26,5,0.15,35785.0,Web,shortcut
O-000733,C-0050,P-120,2025-04-13,8,0.05,95000.0,Marketplace,copy_job
O-000734,C-0024,P-130,2026-05-31,7,0.1,39060.0,Web,copy_job
O-000735,C-0023,P-100,2025-04-21,3,0.05,23997.0,Direct,copy_job
O-000736,C-0067,P-100,2026-03-30,5,0.15,35785.0,Partner,mirror
O-000737,C-0137,P-130,2025-01-31,1,0.05,5890.0,Partner,mirror
O-000738,C-0081,P-100,2026-04-21,4,0.05,31996.0,Marketplace,shortcut
O-000739,C-0148,P-120,2026-01-03,3,0,37500,Marketplace,copy_job
O-000740,C-0118,P-130,2026-01-10,8,0.1,44640.0,Direct,copy_job
O-000741,C-0044,P-100,2026-04-21,8,0.1,60624.0,Web,copy_job
O-000742,C-0037,P-140,2025-08-12,6,0.05,44460.0,Marketplace,copy_job
O-000743,C-0058,P-110,2025-01-11,2,0.15,8491.5,Marketplace,copy_job
O-000744,C-0129,P-140,2025-11-21,3,0,23400,Direct,mirror
O-000745,C-0064,P-100,2026-03-17,6,0,50520,Direct,copy_job
O-000746,C-0086,P-130,2026-03-24,8,0.1,44640.0,Marketplace,copy_job
O-000747,C-0105,P-150,2025-03-27,1,0.15,8330.0,Marketplace,mirror
O-000748,C-0078,P-120,2025-02-14,4,0.05,47500.0,Marketplace,shortcut
O-000749,C-0003,P-150,2025-07-12,4,0,39200,Web,copy_job
O-000750,C-0057,P-100,2025-09-12,8,0.15,57256.0,Partner,copy_job
O-000751,C-0037,P-140,2025-07-07,1,0.05,7410.0,Web,mirror
O-000752,C-0148,P-150,2025-08-26,3,0.05,27930.0,Web,copy_job
O-000753,C-0115,P-100,2025-02-19,3,0,25260,Direct,shortcut
O-000754,C-0121,P-150,2026-05-30,2,0.1,17640.0,Marketplace,copy_job
O-000755,C-0145,P-100,2025-09-13,4,0.1,30312.0,Web,mirror
O-000756,C-0082,P-140,2025-03-14,6,0,46800,Web,mirror
O-000757,C-0040,P-110,2025-12-28,4,0,19980,Partner,shortcut
O-000758,C-0006,P-140,2026-07-06,8,0,62400,Partner,mirror
O-000759,C-0102,P-130,2025-12-03,7,0.05,41230.0,Web,copy_job
O-000760,C-0088,P-130,2026-06-04,7,0,43400,Web,copy_job
O-000761,C-0007,P-130,2025-11-05,2,0.05,11780.0,Marketplace,shortcut
O-000762,C-0036,P-110,2025-05-18,4,0.1,17982.0,Direct,mirror
O-000763,C-0118,P-110,2025-09-04,3,0,14985,Partner,mirror
O-000764,C-0102,P-150,2026-04-19,7,0.1,61740.0,Direct,shortcut
O-000765,C-0015,P-140,2025-10-18,7,0.15,46410.0,Direct,copy_job
O-000766,C-0149,P-150,2025-02-09,2,0,19600,Direct,shortcut
O-000767,C-0007,P-130,2026-01-20,7,0.15,36890.0,Partner,shortcut
O-000768,C-0145,P-120,2026-02-11,6,0.15,63750.0,Partner,copy_job
O-000769,C-0021,P-140,2025-10-03,2,0.15,13260.0,Direct,mirror
O-000770,C-0086,P-110,2026-02-13,4,0,19980,Marketplace,shortcut
O-000771,C-0002,P-140,2025-01-27,5,0.05,37050.0,Web,copy_job
O-000772,C-0122,P-110,2025-12-04,2,0,9990,Partner,shortcut
O-000773,C-0071,P-130,2025-12-26,8,0,49600,Direct,shortcut
O-000774,C-0069,P-140,2026-05-12,4,0,31200,Marketplace,mirror
O-000775,C-0138,P-120,2025-02-11,5,0.1,56250.0,Partner,copy_job
O-000776,C-0150,P-110,2026-01-21,3,0.1,13486.5,Web,shortcut
O-000777,C-0024,P-150,2025-11-23,4,0.05,37240.0,Web,mirror
O-000778,C-0065,P-110,2025-01-04,4,0,19980,Web,mirror
O-000779,C-0129,P-130,2025-10-09,2,0.15,10540.0,Partner,copy_job
O-000780,C-0147,P-140,2025-02-09,3,0.05,22230.0,Direct,shortcut
O-000781,C-0088,P-130,2026-05-03,1,0.1,5580.0,Partner,copy_job
O-000782,C-0070,P-100,2025-06-05,8,0.15,57256.0,Web,shortcut
O-000783,C-0049,P-100,2025-12-08,1,0,8420,Marketplace,shortcut
O-000784,C-0058,P-140,2025-12-03,6,0,46800,Direct,copy_job
O-000785,C-0017,P-140,2026-06-20,7,0.1,49140.0,Web,copy_job
O-000786,C-0060,P-120,2026-04-27,8,0,100000,Web,copy_job
O-000787,C-0090,P-150,2025-05-31,2,0.15,16660.0,Direct,shortcut
O-000788,C-0036,P-100,2026-06-06,1,0.1,7578.0,Direct,mirror
O-000789,C-0083,P-140,2025-01-11,5,0.05,37050.0,Web,mirror
O-000790,C-0043,P-120,2025-07-18,6,0.1,67500.0,Direct,shortcut
O-000791,C-0026,P-120,2025-12-15,3,0,37500,Direct,shortcut
O-000792,C-0099,P-130,2025-02-25,6,0.1,33480.0,Partner,shortcut
O-000793,C-0074,P-110,2025-01-28,7,0.1,31468.5,Direct,shortcut
O-000794,C-0022,P-120,2025-04-07,2,0.15,21250.0,Web,mirror
O-000795,C-0129,P-100,2025-07-27,7,0.05,55993.0,Partner,mirror
O-000796,C-0065,P-130,2025-09-17,8,0,49600,Web,mirror
O-000797,C-0036,P-140,2026-01-30,5,0.15,33150.0,Partner,copy_job
O-000798,C-0080,P-130,2026-05-18,7,0,43400,Partner,shortcut
O-000799,C-0116,P-140,2025-07-01,6,0.05,44460.0,Web,shortcut
O-000800,C-0120,P-130,2025-03-10,4,0.05,23560.0,Marketplace,shortcut
O-000801,C-0002,P-140,2026-03-16,5,0.15,33150.0,Web,mirror
O-000802,C-0072,P-150,2026-02-08,1,0.15,8330.0,Direct,copy_job
O-000803,C-0088,P-100,2025-01-22,8,0,67360,Marketplace,shortcut
O-000804,C-0109,P-100,2026-02-13,2,0.15,14314.0,Direct,copy_job
O-000805,C-0043,P-120,2025-01-14,5,0.1,56250.0,Partner,mirror
O-000806,C-0142,P-140,2026-04-09,1,0.1,7020.0,Web,copy_job
O-000807,C-0028,P-100,2025-09-07,1,0,8420,Marketplace,shortcut
O-000808,C-0058,P-100,2026-01-07,2,0.1,15156.0,Direct,mirror
O-000809,C-0023,P-100,2026-01-18,1,0.15,7157.0,Web,mirror
O-000810,C-0101,P-120,2025-04-27,7,0,87500,Web,mirror
O-000811,C-0147,P-150,2025-06-28,1,0.05,9310.0,Partner,mirror
O-000812,C-0082,P-140,2026-02-19,1,0.15,6630.0,Partner,copy_job
O-000813,C-0012,P-150,2025-07-26,4,0.1,35280.0,Direct,copy_job
O-000814,C-0091,P-140,2025-10-11,4,0,31200,Partner,mirror
O-000815,C-0079,P-140,2026-06-14,7,0.15,46410.0,Direct,shortcut
O-000816,C-0030,P-100,2025-06-16,5,0.05,39995.0,Partner,copy_job
O-000817,C-0127,P-120,2025-03-26,8,0.05,95000.0,Web,shortcut
O-000818,C-0052,P-120,2025-11-25,3,0,37500,Direct,copy_job
O-000819,C-0089,P-120,2025-02-04,8,0.05,95000.0,Direct,copy_job
O-000820,C-0046,P-100,2025-01-01,1,0.05,7999.0,Direct,mirror
O-000821,C-0094,P-130,2025-09-24,7,0.1,39060.0,Marketplace,shortcut
O-000822,C-0100,P-110,2025-01-29,1,0,4995,Web,copy_job
O-000823,C-0138,P-120,2025-09-13,1,0.05,11875.0,Web,mirror
O-000824,C-0144,P-140,2025-08-04,6,0.1,42120.0,Web,mirror
O-000825,C-0119,P-110,2025-03-26,7,0,34965,Direct,mirror
O-000826,C-0020,P-130,2025-10-28,2,0.05,11780.0,Marketplace,mirror
O-000827,C-0012,P-110,2025-07-26,5,0,24975,Partner,shortcut
O-000828,C-0098,P-110,2026-01-30,2,0,9990,Direct,shortcut
O-000829,C-0098,P-150,2025-12-04,1,0.05,9310.0,Marketplace,copy_job
O-000830,C-0052,P-120,2025-07-24,6,0.15,63750.0,Web,shortcut
O-000831,C-0141,P-140,2025-12-21,4,0,31200,Web,mirror
O-000832,C-0130,P-100,2026-01-29,1,0.15,7157.0,Partner,copy_job
O-000833,C-0016,P-130,2025-09-09,8,0.1,44640.0,Web,copy_job
O-000834,C-0090,P-130,2025-07-27,3,0.1,16740.0,Direct,shortcut
O-000835,C-0144,P-140,2025-11-12,7,0.15,46410.0,Direct,copy_job
O-000836,C-0124,P-120,2025-12-20,3,0,37500,Web,mirror
O-000837,C-0102,P-110,2026-03-03,1,0.05,4745.25,Marketplace,copy_job
O-000838,C-0053,P-120,2026-06-13,2,0.1,22500.0,Partner,copy_job
O-000839,C-0085,P-110,2026-01-29,6,0.1,26973.0,Direct,shortcut
O-000840,C-0105,P-150,2025-10-04,7,0,68600,Web,shortcut
O-000841,C-0063,P-100,2026-05-26,5,0.1,37890.0,Direct,copy_job
O-000842,C-0084,P-100,2025-10-20,7,0,58940,Direct,mirror
O-000843,C-0129,P-150,2025-02-21,4,0,39200,Web,mirror
O-000844,C-0104,P-110,2025-12-19,3,0,14985,Direct,shortcut
O-000845,C-0097,P-110,2026-01-11,5,0.1,22477.5,Partner,mirror
O-000846,C-0058,P-130,2026-01-09,8,0,49600,Marketplace,shortcut
O-000847,C-0054,P-150,2026-01-19,1,0,9800,Partner,copy_job
O-000848,C-0105,P-140,2026-07-01,6,0,46800,Marketplace,mirror
O-000849,C-0135,P-130,2026-03-23,2,0.15,10540.0,Web,copy_job
O-000850,C-0074,P-150,2026-05-15,3,0,29400,Partner,shortcut
O-000851,C-0149,P-110,2025-06-25,6,0.1,26973.0,Direct,mirror
O-000852,C-0006,P-130,2026-07-10,6,0.05,35340.0,Marketplace,mirror
O-000853,C-0062,P-140,2025-02-09,5,0.05,37050.0,Web,mirror
O-000854,C-0134,P-100,2026-03-25,2,0.1,15156.0,Partner,copy_job
O-000855,C-0130,P-100,2025-07-08,8,0.1,60624.0,Direct,copy_job
O-000856,C-0012,P-150,2025-03-14,7,0,68600,Partner,shortcut
O-000857,C-0010,P-120,2025-01-14,7,0.05,83125.0,Direct,copy_job
O-000858,C-0126,P-120,2025-12-29,2,0.1,22500.0,Marketplace,mirror
O-000859,C-0067,P-130,2025-09-14,6,0.1,33480.0,Web,copy_job
O-000860,C-0038,P-120,2026-02-11,2,0.15,21250.0,Partner,shortcut
O-000861,C-0033,P-130,2025-05-04,1,0.05,5890.0,Marketplace,copy_job
O-000862,C-0148,P-130,2025-07-11,4,0.15,21080.0,Web,shortcut
O-000863,C-0112,P-140,2026-01-10,5,0,39000,Direct,copy_job
O-000864,C-0127,P-150,2025-11-25,3,0.05,27930.0,Partner,mirror
O-000865,C-0087,P-150,2026-07-02,1,0.15,8330.0,Web,copy_job
O-000866,C-0115,P-100,2026-06-14,8,0.05,63992.0,Partner,shortcut
O-000867,C-0059,P-130,2025-06-16,7,0,43400,Partner,mirror
O-000868,C-0047,P-120,2025-05-23,4,0.1,45000.0,Partner,shortcut
O-000869,C-0075,P-110,2026-03-15,7,0.15,29720.25,Partner,copy_job
O-000870,C-0147,P-150,2025-12-27,8,0,78400,Direct,shortcut
O-000871,C-0145,P-110,2026-02-25,7,0,34965,Web,copy_job
O-000872,C-0005,P-100,2025-06-09,2,0,16840,Direct,copy_job
O-000873,C-0117,P-150,2025-10-10,8,0.15,66640.0,Marketplace,shortcut
O-000874,C-0069,P-130,2025-03-29,7,0,43400,Partner,mirror
O-000875,C-0065,P-100,2025-03-23,3,0.15,21471.0,Marketplace,copy_job
O-000876,C-0081,P-120,2025-11-03,1,0.15,10625.0,Partner,mirror
O-000877,C-0101,P-120,2025-01-25,8,0.15,85000.0,Direct,mirror
O-000878,C-0150,P-100,2025-08-10,6,0.05,47994.0,Partner,shortcut
O-000879,C-0099,P-100,2026-05-14,2,0.1,15156.0,Marketplace,shortcut
O-000880,C-0106,P-130,2026-04-23,8,0.1,44640.0,Partner,shortcut
O-000881,C-0089,P-130,2025-11-27,1,0.1,5580.0,Partner,shortcut
O-000882,C-0094,P-110,2026-03-19,8,0.1,35964.0,Web,mirror
O-000883,C-0019,P-130,2025-01-10,6,0,37200,Partner,copy_job
O-000884,C-0021,P-130,2025-01-08,1,0,6200,Direct,shortcut
O-000885,C-0021,P-130,2025-12-15,5,0,31000,Partner,shortcut
O-000886,C-0071,P-120,2025-12-01,3,0.05,35625.0,Partner,shortcut
O-000887,C-0107,P-150,2026-01-14,1,0.05,9310.0,Partner,copy_job
O-000888,C-0037,P-100,2026-04-05,1,0.1,7578.0,Partner,shortcut
O-000889,C-0033,P-140,2026-03-15,8,0.1,56160.0,Marketplace,copy_job
O-000890,C-0043,P-100,2026-04-26,4,0,33680,Partner,mirror
O-000891,C-0104,P-120,2026-01-08,6,0.1,67500.0,Direct,mirror
O-000892,C-0106,P-100,2025-06-06,5,0.15,35785.0,Web,copy_job
O-000893,C-0036,P-110,2026-06-20,6,0.05,28471.5,Direct,shortcut
O-000894,C-0029,P-140,2025-08-10,6,0,46800,Marketplace,shortcut
O-000895,C-0027,P-120,2025-07-07,4,0,50000,Marketplace,mirror
O-000896,C-0138,P-100,2025-06-24,6,0,50520,Direct,shortcut
O-000897,C-0031,P-100,2025-06-29,7,0,58940,Web,copy_job
O-000898,C-0146,P-100,2025-10-21,2,0,16840,Partner,shortcut
O-000899,C-0091,P-100,2025-01-23,2,0,16840,Marketplace,mirror
O-000900,C-0026,P-140,2026-06-18,4,0.15,26520.0,Direct,copy_job
O-000901,C-0004,P-120,2025-04-28,2,0.05,23750.0,Web,mirror
O-000902,C-0004,P-100,2025-01-18,8,0,67360,Partner,shortcut
O-000903,C-0146,P-120,2025-08-18,7,0,87500,Marketplace,copy_job
O-000904,C-0089,P-100,2026-01-01,7,0.05,55993.0,Marketplace,shortcut
O-000905,C-0036,P-120,2025-02-24,3,0,37500,Direct,shortcut
O-000906,C-0057,P-120,2025-12-18,6,0,75000,Marketplace,copy_job
O-000907,C-0007,P-150,2025-11-02,8,0,78400,Direct,mirror
O-000908,C-0018,P-100,2025-04-12,8,0,67360,Web,copy_job
O-000909,C-0149,P-150,2026-02-18,7,0.05,65170.0,Marketplace,mirror
O-000910,C-0053,P-140,2026-04-19,6,0.15,39780.0,Direct,copy_job
O-000911,C-0036,P-100,2025-10-09,7,0.05,55993.0,Web,copy_job
O-000912,C-0072,P-110,2025-05-27,6,0.15,25474.5,Web,copy_job
O-000913,C-0039,P-100,2025-02-06,4,0.1,30312.0,Partner,mirror
O-000914,C-0043,P-130,2026-02-23,5,0.1,27900.0,Web,mirror
O-000915,C-0011,P-140,2026-03-02,8,0,62400,Web,copy_job
O-000916,C-0096,P-120,2026-03-03,6,0,75000,Direct,shortcut
O-000917,C-0098,P-140,2025-10-18,6,0.1,42120.0,Marketplace,mirror
O-000918,C-0135,P-140,2026-03-05,5,0,39000,Partner,shortcut
O-000919,C-0104,P-150,2026-04-12,7,0.1,61740.0,Direct,copy_job
O-000920,C-0023,P-150,2025-09-20,1,0.15,8330.0,Partner,copy_job
O-000921,C-0092,P-130,2026-02-26,5,0,31000,Partner,mirror
O-000922,C-0096,P-120,2025-09-04,2,0,25000,Direct,copy_job
O-000923,C-0069,P-130,2025-02-03,1,0.15,5270.0,Web,mirror
O-000924,C-0125,P-100,2025-05-02,7,0,58940,Direct,copy_job
O-000925,C-0139,P-140,2025-01-02,6,0,46800,Direct,shortcut
O-000926,C-0101,P-150,2025-11-22,5,0.05,46550.0,Web,shortcut
O-000927,C-0107,P-150,2025-08-12,2,0,19600,Partner,shortcut
O-000928,C-0029,P-130,2026-04-25,4,0.1,22320.0,Web,shortcut
O-000929,C-0137,P-130,2026-05-05,3,0.1,16740.0,Direct,shortcut
O-000930,C-0016,P-150,2026-03-10,5,0.1,44100.0,Web,shortcut
O-000931,C-0033,P-100,2025-03-26,2,0,16840,Direct,copy_job
O-000932,C-0116,P-120,2025-05-14,1,0.05,11875.0,Direct,shortcut
O-000933,C-0095,P-110,2025-04-11,5,0,24975,Partner,mirror
O-000934,C-0118,P-100,2026-06-11,7,0.15,50099.0,Direct,shortcut
O-000935,C-0075,P-110,2025-10-02,1,0.1,4495.5,Partner,copy_job
O-000936,C-0009,P-110,2026-06-07,8,0.1,35964.0,Web,shortcut
O-000937,C-0127,P-120,2025-08-02,6,0,75000,Direct,copy_job
O-000938,C-0074,P-150,2026-01-01,8,0.05,74480.0,Direct,copy_job
O-000939,C-0139,P-110,2025-02-03,5,0.05,23726.25,Direct,copy_job
O-000940,C-0098,P-130,2025-11-08,3,0.05,17670.0,Direct,copy_job
O-000941,C-0110,P-120,2026-02-27,3,0.05,35625.0,Direct,shortcut
O-000942,C-0074,P-100,2025-09-06,2,0,16840,Web,shortcut
O-000943,C-0125,P-120,2025-12-16,3,0.1,33750.0,Partner,mirror
O-000944,C-0109,P-120,2025-01-17,2,0.1,22500.0,Partner,copy_job
O-000945,C-0001,P-140,2026-04-01,1,0,7800,Web,mirror
O-000946,C-0145,P-120,2025-10-17,7,0.1,78750.0,Partner,shortcut
O-000947,C-0133,P-130,2026-05-27,4,0,24800,Partner,mirror
O-000948,C-0071,P-140,2025-09-05,2,0.1,14040.0,Marketplace,mirror
O-000949,C-0124,P-150,2026-01-26,2,0,19600,Direct,shortcut
O-000950,C-0057,P-100,2025-05-20,3,0.05,23997.0,Web,mirror
O-000951,C-0019,P-140,2026-05-27,7,0.1,49140.0,Partner,shortcut
O-000952,C-0123,P-100,2026-05-02,3,0.15,21471.0,Direct,shortcut
O-000953,C-0013,P-150,2025-10-18,2,0,19600,Direct,mirror
O-000954,C-0021,P-110,2025-12-09,3,0.05,14235.75,Partner,shortcut
O-000955,C-0107,P-100,2025-11-10,7,0.05,55993.0,Web,copy_job
O-000956,C-0097,P-130,2026-05-05,7,0,43400,Web,copy_job
O-000957,C-0087,P-100,2025-07-24,3,0,25260,Marketplace,copy_job
O-000958,C-0013,P-130,2025-08-14,7,0.1,39060.0,Marketplace,mirror
O-000959,C-0129,P-110,2026-01-09,4,0.1,17982.0,Marketplace,shortcut
O-000960,C-0112,P-140,2025-09-26,3,0.15,19890.0,Partner,copy_job
O-000961,C-0109,P-140,2025-02-01,6,0.1,42120.0,Partner,copy_job
O-000962,C-0078,P-130,2026-01-17,4,0.05,23560.0,Partner,copy_job
O-000963,C-0100,P-100,2026-05-14,1,0,8420,Direct,shortcut
O-000964,C-0008,P-140,2025-10-12,8,0.1,56160.0,Partner,copy_job
O-000965,C-0039,P-100,2025-09-18,2,0,16840,Marketplace,shortcut
O-000966,C-0138,P-120,2025-10-06,6,0.15,63750.0,Partner,mirror
O-000967,C-0138,P-130,2025-03-01,1,0.15,5270.0,Partner,copy_job
O-000968,C-0043,P-110,2025-08-07,7,0,34965,Web,mirror
O-000969,C-0087,P-130,2025-05-04,5,0.1,27900.0,Marketplace,copy_job
O-000970,C-0036,P-120,2026-06-21,8,0,100000,Partner,copy_job
O-000971,C-0076,P-130,2025-01-15,1,0.05,5890.0,Direct,shortcut
O-000972,C-0099,P-140,2025-05-19,5,0,39000,Direct,shortcut
O-000973,C-0037,P-150,2026-06-23,2,0.1,17640.0,Marketplace,copy_job
O-000974,C-0043,P-130,2025-04-04,2,0.05,11780.0,Marketplace,shortcut
O-000975,C-0108,P-140,2025-04-13,6,0,46800,Web,copy_job
O-000976,C-0091,P-100,2026-01-26,8,0,67360,Direct,copy_job
O-000977,C-0006,P-100,2026-06-10,2,0.1,15156.0,Web,mirror
O-000978,C-0126,P-110,2025-03-07,1,0.05,4745.25,Direct,copy_job
O-000979,C-0022,P-130,2025-04-11,2,0.15,10540.0,Marketplace,copy_job
O-000980,C-0066,P-110,2025-04-23,7,0.1,31468.5,Marketplace,shortcut
O-000981,C-0132,P-140,2025-06-16,3,0.1,21060.0,Marketplace,copy_job
O-000982,C-0014,P-120,2025-07-19,6,0,75000,Partner,mirror
O-000983,C-0012,P-100,2026-05-23,2,0,16840,Web,shortcut
O-000984,C-0040,P-150,2025-01-31,7,0.05,65170.0,Partner,shortcut
O-000985,C-0058,P-110,2026-06-25,6,0,29970,Marketplace,mirror
O-000986,C-0044,P-150,2026-02-06,6,0,58800,Web,shortcut
O-000987,C-0051,P-110,2025-10-08,2,0.15,8491.5,Direct,copy_job
O-000988,C-0131,P-120,2026-06-09,1,0.05,11875.0,Partner,mirror
O-000989,C-0080,P-100,2025-10-21,2,0,16840,Partner,shortcut
O-000990,C-0047,P-140,2026-06-02,4,0.1,28080.0,Direct,mirror
O-000991,C-0039,P-130,2025-01-23,3,0,18600,Direct,mirror
O-000992,C-0042,P-100,2026-05-31,1,0,8420,Web,shortcut
O-000993,C-0006,P-120,2025-12-28,8,0.05,95000.0,Partner,copy_job
O-000994,C-0028,P-110,2025-07-24,8,0,39960,Partner,copy_job
O-000995,C-0117,P-100,2026-04-02,5,0.1,37890.0,Marketplace,shortcut
O-000996,C-0024,P-130,2025-09-29,1,0.15,5270.0,Web,shortcut
O-000997,C-0043,P-100,2025-03-04,4,0.05,31996.0,Web,shortcut
O-000998,C-0016,P-120,2026-05-22,4,0,50000,Web,copy_job
O-000999,C-0097,P-110,2026-04-01,7,0.1,31468.5,Web,copy_job
O-001000,C-0029,P-130,2025-05-15,2,0.05,11780.0,Partner,copy_job
O-001001,C-0106,P-150,2025-05-20,3,0.1,26460.0,Partner,copy_job
O-001002,C-0062,P-110,2025-04-15,4,0.1,17982.0,Partner,mirror
O-001003,C-0104,P-130,2025-05-20,8,0.15,42160.0,Marketplace,mirror
O-001004,C-0143,P-140,2025-04-19,2,0,15600,Partner,copy_job
O-001005,C-0062,P-140,2026-01-30,6,0.1,42120.0,Partner,mirror
O-001006,C-0039,P-130,2026-05-07,8,0,49600,Partner,mirror
O-001007,C-0055,P-120,2025-01-09,2,0.15,21250.0,Direct,mirror
O-001008,C-0018,P-120,2025-10-21,3,0.05,35625.0,Direct,mirror
O-001009,C-0064,P-150,2026-02-22,7,0,68600,Web,shortcut
O-001010,C-0124,P-140,2025-12-21,4,0,31200,Direct,mirror
O-001011,C-0025,P-130,2025-07-14,3,0,18600,Web,mirror
O-001012,C-0150,P-120,2025-10-25,2,0.15,21250.0,Direct,mirror
O-001013,C-0068,P-110,2025-11-01,7,0.15,29720.25,Marketplace,mirror
O-001014,C-0068,P-120,2026-01-13,7,0,87500,Web,copy_job
O-001015,C-0035,P-140,2026-04-09,6,0.1,42120.0,Direct,shortcut
O-001016,C-0035,P-140,2025-09-24,8,0.15,53040.0,Marketplace,copy_job
O-001017,C-0149,P-140,2025-12-07,6,0,46800,Marketplace,shortcut
O-001018,C-0022,P-150,2025-12-30,8,0,78400,Partner,shortcut
O-001019,C-0045,P-150,2025-01-27,4,0.05,37240.0,Direct,copy_job
O-001020,C-0011,P-110,2025-11-21,1,0,4995,Partner,mirror
O-001021,C-0142,P-150,2025-04-02,3,0,29400,Direct,mirror
O-001022,C-0124,P-140,2025-02-11,7,0.05,51870.0,Direct,copy_job
O-001023,C-0055,P-110,2025-04-14,1,0.15,4245.75,Web,copy_job
O-001024,C-0072,P-150,2025-07-02,3,0.15,24990.0,Direct,shortcut
O-001025,C-0119,P-110,2025-08-10,5,0.05,23726.25,Direct,copy_job
O-001026,C-0050,P-110,2025-03-28,3,0.1,13486.5,Marketplace,copy_job
O-001027,C-0045,P-120,2026-05-31,6,0.15,63750.0,Direct,mirror
O-001028,C-0049,P-130,2026-05-24,6,0,37200,Marketplace,shortcut
O-001029,C-0037,P-110,2025-06-16,8,0.1,35964.0,Marketplace,mirror
O-001030,C-0043,P-150,2025-03-26,2,0.1,17640.0,Partner,copy_job
O-001031,C-0125,P-110,2025-10-21,4,0.15,16983.0,Web,shortcut
O-001032,C-0039,P-100,2025-09-13,4,0.05,31996.0,Web,mirror
O-001033,C-0042,P-120,2025-10-11,6,0.05,71250.0,Direct,copy_job
O-001034,C-0042,P-110,2025-09-20,2,0.05,9490.5,Direct,copy_job
O-001035,C-0080,P-130,2025-09-02,2,0.15,10540.0,Direct,copy_job
O-001036,C-0032,P-130,2025-08-28,6,0.05,35340.0,Partner,mirror
O-001037,C-0016,P-150,2025-08-03,2,0.1,17640.0,Marketplace,shortcut
O-001038,C-0123,P-110,2025-03-29,4,0,19980,Marketplace,mirror
O-001039,C-0077,P-110,2025-05-31,5,0.05,23726.25,Web,shortcut
O-001040,C-0015,P-150,2026-06-14,2,0,19600,Direct,shortcut
O-001041,C-0038,P-130,2026-07-10,8,0.05,47120.0,Marketplace,mirror
O-001042,C-0070,P-130,2025-08-24,7,0.1,39060.0,Partner,copy_job
O-001043,C-0102,P-110,2026-01-19,5,0.15,21228.75,Web,mirror
O-001044,C-0104,P-120,2025-09-20,5,0.05,59375.0,Marketplace,copy_job
O-001045,C-0046,P-140,2025-02-13,8,0.1,56160.0,Direct,shortcut
O-001046,C-0055,P-150,2026-06-12,4,0.1,35280.0,Direct,mirror
O-001047,C-0107,P-110,2026-01-12,3,0,14985,Partner,shortcut
O-001048,C-0043,P-150,2025-04-27,4,0,39200,Web,mirror
O-001049,C-0068,P-130,2025-10-27,7,0,43400,Partner,mirror
O-001050,C-0074,P-150,2025-04-26,1,0.05,9310.0,Direct,mirror
O-001051,C-0006,P-120,2025-12-16,2,0,25000,Direct,mirror
O-001052,C-0081,P-110,2026-05-09,4,0,19980,Partner,shortcut
O-001053,C-0105,P-150,2026-05-23,8,0,78400,Direct,mirror
O-001054,C-0073,P-100,2025-10-20,7,0.05,55993.0,Partner,shortcut
O-001055,C-0045,P-110,2025-08-18,4,0,19980,Direct,mirror
O-001056,C-0133,P-140,2025-06-03,8,0,62400,Direct,shortcut
O-001057,C-0046,P-110,2025-12-30,6,0.05,28471.5,Web,copy_job
O-001058,C-0062,P-100,2025-06-16,6,0.1,45468.0,Marketplace,shortcut
O-001059,C-0073,P-150,2025-10-04,1,0,9800,Direct,mirror
O-001060,C-0072,P-150,2025-03-28,1,0.1,8820.0,Marketplace,copy_job
O-001061,C-0014,P-120,2025-04-17,4,0,50000,Marketplace,shortcut
O-001062,C-0072,P-110,2025-08-17,4,0,19980,Direct,shortcut
